,date,code,open,close,high,low,adjust_open,adjust_close,adjust_high,adjust_low,volume,turnover
0,2016-01-04,600038,54.4,49.4,54.65,47.52,151.57,137.62,152.27,132.37,67373,1.72
1,2016-01-05,600038,47.6,49.9,51.1,46.9,132.59,139.01,142.36,130.64,86240,2.2
2,2016-01-06,600038,50.04,50.56,50.98,49.4,139.4,140.86,142.03,137.62,64678,1.65
3,2016-01-07,600038,48.11,45.84,49.8,45.55,134.02,127.68,138.73,126.87,15006,0.38
4,2016-01-08,600038,46.56,45.57,47.3,41.5,129.69,126.93,131.76,115.57,70462,1.79
5,2016-01-11,600038,44.65,41.01,44.9,41.01,124.36,114.2,125.06,114.2,80726,2.06
6,2016-01-12,600038,41.06,39.67,41.85,38.0,114.34,110.46,116.55,105.8,68074,1.73
7,2016-01-13,600038,39.06,38.61,40.52,38.08,108.76,107.5,112.83,106.02,44527,1.13
8,2016-01-14,600038,37.0,41.67,42.0,36.6,103.01,116.04,116.96,101.89,86929,2.21
9,2016-01-15,600038,41.5,41.72,43.7,41.0,115.57,116.18,121.71,114.17,92727,2.36
10,2016-01-18,600038,40.2,43.49,43.6,40.02,111.94,121.12,121.43,111.44,67054,1.71
11,2016-01-19,600038,42.73,44.88,45.5,42.05,119.0,125.0,126.73,117.1,95919,2.44
12,2016-01-20,600038,44.39,43.36,45.51,43.28,123.64,120.76,126.76,120.54,71423,1.82
13,2016-01-21,600038,42.3,40.98,43.22,40.2,117.8,114.12,120.37,111.94,79618,2.03
14,2016-01-22,600038,41.51,41.74,42.41,40.13,115.6,116.24,118.11,111.74,58188,1.48
15,2016-01-25,600038,42.0,42.21,43.63,41.91,116.96,117.55,121.51,116.71,51439,1.31
16,2016-01-26,600038,41.85,39.07,42.92,38.58,116.55,108.79,119.53,107.42,63806,1.63
17,2016-01-27,600038,39.49,39.31,39.6,35.6,109.96,109.46,110.27,99.1,91879,2.34
18,2016-01-28,600038,38.05,37.72,39.3,36.3,105.94,105.02,109.43,101.06,53701,1.37
19,2016-01-29,600038,37.65,39.14,39.99,36.5,104.82,108.98,111.35,101.61,59840,1.52
20,2016-02-01,600038,39.2,37.91,39.3,36.8,109.15,105.55,109.43,102.45,57170,1.46
21,2016-02-02,600038,38.19,39.92,41.38,38.05,106.33,111.16,115.23,105.94,66789,1.7
22,2016-02-03,600038,39.15,41.4,41.9,39.0,109.01,115.29,116.69,108.59,65024,1.66
23,2016-02-04,600038,41.21,42.51,43.22,41.21,114.76,118.39,120.37,114.76,55408,1.41
24,2016-02-05,600038,42.55,42.18,42.98,41.8,118.5,117.47,119.7,116.41,32606,0.83
25,2016-02-15,600038,40.8,42.96,43.56,40.65,113.61,119.64,121.32,113.2,45823,1.17
26,2016-02-16,600038,42.99,44.53,44.79,42.99,119.73,124.03,124.75,119.73,51142,1.3
27,2016-02-17,600038,45.18,45.98,46.63,44.53,125.84,128.07,129.89,124.03,73063,1.86
28,2016-02-18,600038,45.33,45.36,45.97,44.5,126.26,126.34,128.04,123.94,40971,1.04
29,2016-02-19,600038,44.96,45.18,45.69,44.36,125.23,125.84,127.26,123.55,54124,1.38
